#Position, DFT_FES_PMF, DPMD_FES_PMF
2.249298597194388627e+00 2.852744247812854894e+01 2.749862051902419680e+01
2.254509018036071843e+00 2.833142425969625577e+01 2.713570757249291177e+01
2.259719438877755504e+00 2.813416209670387147e+01 2.676021982619106154e+01
2.264929859719438721e+00 2.793689993371150138e+01 2.638260691453947260e+01
2.270140280561122381e+00 2.773963777071911707e+01 2.599896784908782266e+01
2.275350701402805598e+00 2.754237560772674698e+01 2.561381420662094399e+01
2.280561122244488814e+00 2.734511344473438044e+01 2.522701035337625086e+01
2.285771543086172031e+00 2.714785128174201034e+01 2.484147521439909667e+01
2.290981963927855691e+00 2.695058911874962604e+01 2.445649310471802096e+01
2.296192384769538908e+00 2.675332695575725594e+01 2.407773530086377889e+01
2.301402805611222568e+00 2.655606479276487164e+01 2.370096004434546089e+01
2.306613226452905785e+00 2.635880262977250510e+01 2.333337293743587892e+01
2.311823647294589001e+00 2.616154046678013501e+01 2.296947101635487343e+01
2.317034068136272218e+00 2.596427830378776491e+01 2.261241301181266294e+01
2.322244488977955879e+00 2.571406716760840894e+01 2.226086889256993118e+01
2.327454909819639095e+00 2.542904060163139235e+01 2.191352087471868160e+01
2.332665330661322756e+00 2.514401403565435444e+01 2.157315854123597276e+01
2.337875751503005972e+00 2.485898746967734141e+01 2.123473022209690342e+01
2.343086172344689189e+00 2.457396090370032482e+01 2.090434483059832615e+01
2.348296593186372405e+00 2.428893433772331178e+01 2.057556538073913188e+01
2.353507014028056066e+00 2.400390777174627033e+01 2.025243262890224472e+01
2.358717434869739282e+00 2.371888120576925729e+01 1.993212603224464274e+01
2.363927855711422943e+00 2.343385463979221583e+01 1.961542680439305997e+01
2.369138276553106159e+00 2.314882807381520280e+01 1.930241704485877463e+01
2.374348697394789376e+00 2.286380150783818621e+01 1.899133222531610343e+01
2.379559118236472592e+00 2.257877494186117318e+01 1.868444328682684841e+01
2.384769539078156253e+00 2.229374837588413527e+01 1.837852297634826115e+01
2.389979959919839470e+00 2.200066974683682730e+01 1.807620962639412454e+01
2.395190380761523130e+00 2.167846451239102734e+01 1.777487886351256208e+01
2.400400801603206347e+00 2.135625927794525580e+01 1.747572786275759427e+01
2.405611222444889563e+00 2.103405404349948782e+01 1.717802160640011522e+01
2.410821643286572780e+00 2.071184880905371628e+01 1.688160390585660764e+01
2.416032064128256440e+00 2.038964357460791632e+01 1.658738301774980428e+01
2.421242484969939657e+00 2.006743834016214478e+01 1.629390841520766031e+01
2.426452905811623317e+00 1.974523310571634482e+01 1.600353218657581422e+01
2.431663326653306534e+00 1.942302787127057684e+01 1.571390514506501290e+01
2.436873747494989750e+00 1.910082263682480530e+01 1.542712683002029372e+01
2.442084168336672967e+00 1.877861740237903376e+01 1.514184979077400328e+01
2.447294589178356627e+00 1.845641216793323380e+01 1.485882466522532930e+01
2.452505010020040288e+00 1.813420693348743384e+01 1.457828531488742208e+01
2.457715430861723505e+00 1.781200169904166586e+01 1.429928340933307673e+01
2.462925851703406721e+00 1.749773133678370485e+01 1.402386943454749790e+01
2.468136272545089938e+00 1.718508795280354562e+01 1.374940524096734151e+01
2.473346693386773154e+00 1.687244456882338994e+01 1.347925986689631550e+01
2.478557114228456815e+00 1.655980118484320585e+01 1.321042639165799848e+01
2.483767535070140475e+00 1.624715780086302175e+01 1.294511432907596316e+01
2.488977955911823692e+00 1.593451441688286430e+01 1.268229925882342712e+01
2.494188376753506908e+00 1.562187103290270684e+01 1.242209053822866593e+01
2.499398797595190125e+00 1.530922764892254939e+01 1.216567512150227159e+01
2.504609218436873341e+00 1.499658426494239194e+01 1.191083066900419318e+01
2.509819639278557002e+00 1.468394088096220784e+01 1.166102678616920052e+01
2.515030060120240663e+00 1.437129749698202374e+01 1.141239947433977875e+01
2.520240480961923879e+00 1.405865411300186629e+01 1.116837941951850866e+01
2.525450901803607096e+00 1.374601072902170884e+01 1.092626944368308450e+01
2.530661322645290312e+00 1.345101526870197972e+01 1.068754465733743331e+01
2.535871743486973529e+00 1.317819872436249362e+01 1.045183735460450514e+01
2.541082164328657189e+00 1.290538218002298265e+01 1.021832797203391330e+01
2.546292585170340850e+00 1.263256563568347346e+01 9.988908679511977695e+00
2.551503006012024066e+00 1.235974909134398736e+01 9.760607059935580310e+00
2.556713426853707283e+00 1.208693254700450126e+01 9.537288890813560016e+00
2.561923847695390499e+00 1.181411600266501516e+01 9.315125820365738107e+00
2.567134268537073716e+00 1.154129945832552906e+01 9.096783460917187369e+00
2.572344689378757376e+00 1.126848291398601809e+01 8.880644276706439300e+00
2.577555110220441037e+00 1.099566636964650890e+01 8.667197862230803906e+00
2.582765531062124253e+00 1.072284982530702280e+01 8.456967901365683105e+00
2.587975951903807470e+00 1.045003328096753670e+01 8.248337567162463912e+00
2.593186372745490686e+00 1.017721673662805060e+01 8.043902166751463412e+00
2.598396793587173903e+00 9.907294396955050431e+00 7.840491190417225198e+00
2.603607214428857564e+00 9.685806489361585392e+00 7.641261893964954588e+00
2.608817635270541224e+00 9.464318581768118577e+00 7.443531294856012615e+00
2.614028056112224441e+00 9.242830674174671302e+00 7.248964612360778048e+00
2.619238476953907657e+00 9.021342766581224026e+00 7.056929439100779078e+00
2.624448897795590874e+00 8.799854858987776751e+00 6.867056945915912536e+00
2.629659318637274090e+00 8.578366951394329476e+00 6.680762704868456581e+00
2.634869739478957751e+00 8.356879043800864437e+00 6.495616205072606952e+00
2.640080160320641411e+00 8.135391136207397622e+00 6.315108557807758594e+00
2.645290581162324628e+00 7.913903228613950347e+00 6.135643564349273049e+00
2.650501002004007844e+00 7.692415321020503072e+00 5.960044463567490958e+00
2.655711422845691061e+00 7.470927413427055797e+00 5.786425582953125257e+00
2.660921843687374722e+00 7.249439505833590758e+00 5.615647887796344051e+00
2.666132264529057938e+00 7.027951598240143483e+00 5.447920781596175210e+00
2.671342685370741599e+00 6.839071038494556554e+00 5.281996296143073977e+00
2.676553106212424815e+00 6.666275873408653574e+00 5.120206625927181676e+00
2.681763527054108032e+00 6.493480708322749706e+00 4.959483235404640311e+00
2.686973947895791248e+00 6.320685543236846726e+00 4.803360581594895429e+00
2.692184368737474909e+00 6.147890378150928647e+00 4.648634146118113541e+00
2.697394789579158125e+00 5.975095213065025668e+00 4.497460114248030827e+00
2.702605210420841786e+00 5.802300047979107589e+00 4.348770368753022808e+00
2.707815631262525002e+00 5.629504882893204609e+00 4.202564909633114354e+00
2.713026052104208219e+00 5.456709717807300741e+00 4.059906461970706815e+00
2.718236472945891435e+00 5.283914552721397762e+00 3.918642113338858923e+00
2.723446893787575096e+00 5.111119387635479683e+00 3.781964444274648507e+00
2.728657314629258313e+00 4.938324222549576703e+00 3.646348628512678047e+00
2.733867735470941973e+00 4.765529057463658624e+00 3.514848554266137626e+00
2.739078156312625190e+00 4.603913418850186012e+00 3.385139940895736110e+00
2.744288577154308406e+00 4.470632406526260816e+00 3.258463030546473682e+00
2.749498997995991623e+00 4.337351394202335619e+00 3.134605173699190228e+00
2.754709418837675283e+00 4.204070381878399765e+00 3.012712111716911778e+00
2.759919839679358500e+00 4.070789369554474568e+00 2.894648565524293282e+00
2.765130260521042160e+00 3.937508357230538270e+00 2.777617666811411201e+00
2.770340681362725377e+00 3.804227344906613517e+00 2.665174354972341675e+00
2.775551102204408593e+00 3.670946332582688321e+00 2.553864190707491932e+00
2.780761523046091810e+00 3.537665320258763124e+00 2.446086780644619818e+00
2.785971943887775470e+00 3.404384307934827270e+00 2.340440904959329327e+00
2.791182364729458687e+00 3.271103295610902073e+00 2.237290081142390807e+00
2.796392785571142348e+00 3.137822283286965774e+00 2.137252064096132109e+00
2.801603206412825564e+00 3.004541270963041022e+00 2.038688534467576918e+00
2.806813627254508781e+00 2.871260258639115825e+00 1.944205071815824137e+00
2.812024048096191997e+00 2.765908570073775330e+00 1.850709896370173357e+00
2.817234468937875658e+00 2.663791929035475903e+00 1.761220580026643834e+00
2.822444889779558874e+00 2.561675287997184469e+00 1.673224208797828627e+00
2.827655310621242535e+00 2.459558646958885042e+00 1.588229780971696536e+00
2.832865731462925751e+00 2.357442005920594053e+00 1.505692221233544403e+00
2.838076152304608968e+00 2.255325364882303063e+00 1.425164826294642584e+00
2.843286573146292184e+00 2.153208723844012074e+00 1.348046085320982135e+00
2.848496993987975845e+00 2.051092082805712202e+00 1.271957867639132544e+00
2.853707414829659506e+00 1.948975441767412553e+00 1.200217952703789726e+00
2.858917835671342722e+00 1.846858800729121564e+00 1.129433405083883235e+00
2.864128256513025939e+00 1.744742159690830574e+00 1.062139975025648830e+00
2.869338677354709155e+00 1.642625518652539363e+00 9.966821236218900149e-01
2.874549098196392372e+00 1.540508877614248373e+00 9.337443039302077974e-01
2.879759519038076032e+00 1.453243518637878928e+00 8.735731560164229359e-01
2.884969939879759693e+00 1.380277706232280632e+00 8.149630910611196377e-01
2.890180360721442909e+00 1.307311893826688776e+00 7.600386539111464446e-01
2.895390781563126126e+00 1.234346081421096697e+00 7.060488526917496621e-01
2.900601202404809342e+00 1.161380269015504840e+00 6.560102152385172136e-01
2.905811623246492559e+00 1.088414456609912762e+00 6.072100301770241293e-01
2.911022044088176219e+00 1.015448644204314688e+00 5.614002545492402518e-01
2.916232464929859880e+00 9.424828317987165027e-01 5.177203566325888628e-01
2.921442885771543096e+00 8.695170193931245350e-01 4.760809709287038283e-01
2.926653306613226313e+00 7.965512069875325674e-01 4.374368152933487686e-01
2.931863727454909530e+00 7.235853945819405997e-01 3.999085296835241943e-01
2.937074148296592746e+00 6.506195821763486320e-01 3.662149930737761405e-01
2.942284569138276407e+00 5.776537697707504471e-01 3.333944317995466422e-01
2.947494989979960067e+00 5.089340524699883517e-01 3.039104768883529317e-01
2.952705410821643284e+00 4.705644700653467405e-01 2.759295779581936725e-01
2.957915831663326500e+00 4.321948876607051848e-01 2.503788536515715868e-01
2.963126252505009717e+00 3.938253052560636291e-01 2.271524938097901902e-01
2.968336673346692933e+00 3.554557228514220735e-01 2.054757102779027345e-01
2.973547094188376594e+00 3.170861404467772426e-01 1.869187662688133467e-01
2.978757515030060254e+00 2.787165580421324118e-01 1.691907537216566781e-01
2.983967935871743471e+00 2.403469756374908561e-01 1.550839822497512288e-01
2.989178356713426687e+00 2.019773932328493005e-01 1.419144288537465826e-01
2.994388777555109904e+00 1.636078108282077448e-01 1.315037286670844574e-01
2.999599198396793120e+00 1.252382284235661891e-01 1.228077532547993261e-01
3.004809619238476781e+00 8.686864601892135829e-02 1.160343480440887004e-01
3.010020040080160442e+00 4.849906361427652746e-02 1.117313188632389626e-01
3.015230460921843658e+00 1.012948120963497178e-02 1.085418788771975729e-01
3.020440881763526875e+00 3.493147260584535986e-03 1.085582055000677559e-01
3.025651302605210091e+00 8.239256374748954448e-03 1.093381704298243967e-01
3.030861723446893752e+00 1.298536548891377797e-02 1.131665581423476896e-01
3.036072144288576968e+00 1.773147460307819556e-02 1.181722855885744272e-01
3.041282565130260629e+00 2.247758371724301735e-02 1.254345808577341792e-01
3.046492985971943845e+00 2.722369283140743668e-02 1.345942790831806679e-01
3.051703406813627062e+00 3.196980194557185601e-02 1.452404777138713299e-01
3.056913827655310278e+00 3.671591105973627533e-02 1.584823549812851284e-01
3.062124248496993939e+00 4.146202017390109712e-02 1.724624527784105743e-01
3.067334669338677156e+00 4.620812928806551645e-02 1.897147173505464302e-01
3.072545090180360816e+00 5.095423840223033823e-02 2.076716867139163647e-01
3.077755511022044033e+00 5.570034751639475756e-02 2.281695702586079566e-01
3.082965931863727249e+00 6.044645663055917689e-02 2.500433476472909144e-01
3.088176352705410466e+00 8.099274596612918153e-02 2.737251177731194751e-01
3.093386773547094126e+00 1.309763559413314460e-01 2.994439114498700372e-01
3.098597194388777343e+00 1.809599659165294083e-01 3.262595639617290599e-01
3.103807615230461003e+00 2.309435758917317005e-01 3.557461704456987839e-01
3.109018036072144220e+00 2.809271858669296629e-01 3.858957477048280960e-01
3.114228456913827436e+00 3.309107958421276807e-01 4.187790029402045366e-01
3.119438877755510653e+00 3.808944058173256431e-01 4.525403052686905458e-01
3.124649298597194313e+00 4.308780157925279353e-01 4.883159509284318300e-01
3.129859719438877530e+00 4.808616257677258976e-01 5.255488939996615372e-01
3.135070140280561191e+00 5.308452357429280788e-01 5.641193566129486525e-01
3.140280561122244407e+00 5.808288457181260966e-01 6.046838528009681468e-01
3.145490981963927624e+00 6.308124556933241145e-01 6.459515588969864108e-01
3.150701402805610840e+00 6.807960656685220213e-01 6.897075205758412819e-01
3.155911823647294501e+00 7.307796756437243690e-01 7.340127635784758908e-01
3.161122244488977717e+00 8.125779633943872593e-01 7.803822362275204538e-01
3.166332665330661378e+00 8.956143707989171476e-01 8.276963429398965788e-01
3.171543086172344594e+00 9.786507782034399305e-01 8.764703386592296308e-01
3.176753507014027811e+00 1.061687185607962824e+00 9.266532214553875324e-01
3.181963927855711027e+00 1.144723593012485496e+00 9.777341667742001086e-01
3.187174348697394688e+00 1.227760000417015274e+00 1.030645738028195035e+00
3.192384769539077904e+00 1.310796407821538168e+00 1.084034116228543398e+00
3.197595190380761565e+00 1.393832815226068167e+00 1.139436429276359464e+00
3.202805611222444782e+00 1.476869222630591061e+00 1.195392040697736302e+00
3.208016032064127998e+00 1.559905630035113733e+00 1.252887915159040411e+00
3.213226452905811215e+00 1.642942037439636405e+00 1.311481090168501451e+00
3.218436873747494875e+00 1.725978444844166404e+00 1.371252847248210394e+00
3.223647294589178536e+00 1.809014852248696181e+00 1.432767351718549298e+00
3.228857715430861752e+00 1.895444385512963681e+00 1.495028747927724000e+00
3.234068136272544969e+00 1.984373574321183664e+00 1.559771475135537822e+00
3.239278557114228185e+00 2.073302763129403647e+00 1.625132166205829565e+00
3.244488977955911402e+00 2.162231951937623631e+00 1.693014110207161416e+00
3.249699398797595062e+00 2.251161140745851164e+00 1.762003054057092344e+00
3.254909819639278723e+00 2.340090329554079140e+00 1.833015906721118471e+00
3.260120240480961940e+00 2.429019518362299124e+00 1.905939996627286748e+00
3.265330661322645156e+00 2.517948707170519107e+00 1.980297514465066078e+00
3.270541082164328373e+00 2.606877895978739090e+00 2.057463643704089407e+00
3.275751503006011589e+00 2.695807084786959074e+00 2.135406527356673134e+00
3.280961923847695250e+00 2.784736273595187050e+00 2.217094645075197601e+00
3.286172344689378910e+00 2.873665462403414583e+00 2.299679598102791989e+00
3.291382765531062127e+00 2.962594651211634567e+00 2.385353650528286185e+00
3.296593186372745343e+00 3.046348921959864509e+00 2.472879417805678326e+00
3.301803607214428560e+00 3.107909176666162843e+00 2.562734761832231811e+00
3.307014028056111776e+00 3.169469431372460733e+00 2.654963255751836559e+00
3.312224448897795437e+00 3.231029686078764396e+00 2.748410394211124874e+00
3.317434869739479097e+00 3.292589940785068059e+00 2.843562458307238749e+00
3.322645290581162314e+00 3.354150195491366393e+00 2.938970795572048988e+00
3.327855711422845530e+00 3.415710450197664727e+00 3.034572472063881143e+00
3.333066132264528747e+00 3.477270704903962617e+00 3.129698753311565884e+00
3.338276553106211963e+00 3.538830959610260951e+00 3.223787808572020186e+00
3.343486973947895624e+00 3.600391214316564614e+00 3.316153138851261950e+00
3.348697394789579285e+00 3.661951469022867833e+00 3.407002979381912766e+00
3.353907815631262501e+00 3.723511723729166611e+00 3.494128463741373647e+00
3.359118236472945718e+00 3.785071978435464501e+00 3.580012496043774028e+00
3.364328657314628934e+00 3.846632233141762836e+00 3.659419239532136991e+00
3.369539078156312151e+00 3.866909077378709370e+00 3.737047342423193363e+00
3.374749498997995811e+00 3.877016175540022314e+00 3.807819977773807985e+00
3.379959919839679472e+00 3.887123273701334814e+00 3.874498143389559779e+00
3.385170340681362688e+00 3.897230371862646869e+00 3.935125190016616870e+00
3.390380761523045905e+00 3.907337470023958481e+00 3.988374523405727956e+00
3.395591182364729121e+00 3.917444568185270093e+00 4.037129387810803216e+00
3.400801603206412782e+00 3.927551666346583037e+00 4.074538799722411397e+00
3.406012024048095999e+00 3.937658764507894649e+00 4.108974213479337223e+00
