#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 245000      1.91e-01    2.30e-01      4.28e-03    3.32e-03      2.10e-02    2.54e-02    8.1e-05
 246000      3.46e-01    3.08e-01      2.07e-03    5.37e-03      3.83e-02    3.40e-02    8.1e-05
 247000      1.70e-01    2.97e-01      2.71e-03    2.89e-03      1.88e-02    3.28e-02    8.1e-05
 248000      2.25e-01    2.33e-01      3.43e-03    4.23e-03      2.49e-02    2.56e-02    8.1e-05
 249000      1.53e-01    2.30e-01      2.42e-03    1.67e-03      1.69e-02    2.54e-02    8.1e-05
 250000      2.43e-01    1.58e-01      3.90e-03    2.27e-03      2.75e-02    1.78e-02    7.7e-05
 251000      1.83e-01    2.86e-01      2.64e-03    2.04e-03      2.07e-02    3.24e-02    7.7e-05
 252000      3.44e-01    1.73e-01      5.58e-03    9.95e-04      3.89e-02    1.96e-02    7.7e-05
 253000      3.30e-01    2.55e-01      4.46e-03    2.93e-03      3.73e-02    2.88e-02    7.7e-05
 254000      2.48e-01    2.98e-01      6.08e-03    6.76e-03      2.80e-02    3.37e-02    7.7e-05
 255000      1.47e-01    1.97e-01      4.77e-04    6.44e-03      1.70e-02    2.28e-02    7.3e-05
 256000      2.59e-01    2.36e-01      1.11e-03    4.62e-03      3.00e-02    2.74e-02    7.3e-05
 257000      1.58e-01    2.00e-01      1.33e-03    1.18e-03      1.83e-02    2.32e-02    7.3e-05
 258000      1.94e-01    1.65e-01      3.66e-03    4.58e-03      2.25e-02    1.91e-02    7.3e-05
 259000      1.86e-01    1.67e-01      1.89e-03    2.08e-03      2.16e-02    1.94e-02    7.3e-05
 260000      2.09e-01    1.72e-01      5.90e-03    1.53e-03      2.48e-02    2.05e-02    6.9e-05
 261000      3.00e-01    1.76e-01      1.07e-02    2.51e-03      3.56e-02    2.10e-02    6.9e-05
 262000      2.59e-01    2.22e-01      1.37e-03    1.38e-03      3.09e-02    2.65e-02    6.9e-05
 263000      1.79e-01    2.11e-01      5.35e-04    1.04e-03      2.14e-02    2.51e-02    6.9e-05
 264000      2.82e-01    1.87e-01      1.14e-03    5.61e-03      3.37e-02    2.22e-02    6.9e-05
 265000      1.77e-01    1.53e-01      9.09e-04    1.25e-03      2.16e-02    1.87e-02    6.6e-05
 266000      1.58e-01    3.45e-01      5.45e-04    2.15e-03      1.94e-02    4.21e-02    6.6e-05
 267000      2.01e-01    1.79e-01      4.33e-03    3.97e-03      2.45e-02    2.18e-02    6.6e-05
 268000      2.04e-01    2.62e-01      1.40e-03    1.60e-03      2.49e-02    3.20e-02    6.6e-05
 269000      1.79e-01    1.76e-01      3.59e-03    4.12e-03      2.18e-02    2.14e-02    6.6e-05
 270000      1.92e-01    1.21e-01      2.41e-03    2.78e-03      2.40e-02    1.51e-02    6.3e-05
 271000      1.43e-01    1.75e-01      4.51e-03    1.66e-03      1.78e-02    2.19e-02    6.3e-05
 272000      3.43e-01    1.75e-01      6.67e-03    1.94e-03      4.29e-02    2.19e-02    6.3e-05
 273000      2.47e-01    2.58e-01      2.21e-03    1.71e-03      3.09e-02    3.24e-02    6.3e-05
 274000      1.67e-01    1.40e-01      9.65e-04    8.82e-04      2.09e-02    1.76e-02    6.3e-05
 275000      2.58e-01    1.39e-01      1.82e-03    1.63e-03      3.32e-02    1.79e-02    6.0e-05
 276000      1.89e-01    1.52e-01      1.65e-03    1.51e-03      2.43e-02    1.95e-02    6.0e-05
 277000      1.81e-01    1.67e-01      8.67e-04    4.59e-03      2.32e-02    2.14e-02    6.0e-05
 278000      2.00e-01    1.85e-01      4.27e-03    2.45e-03      2.57e-02    2.38e-02    6.0e-05
 279000      2.01e-01    2.12e-01      5.27e-03    5.30e-03      2.58e-02    2.72e-02    6.0e-05
 280000      1.49e-01    1.74e-01      2.90e-03    2.66e-03      1.96e-02    2.29e-02    5.7e-05
 281000      1.42e-01    2.48e-01      9.05e-04    1.97e-03      1.87e-02    3.27e-02    5.7e-05
 282000      2.72e-01    3.51e-01      5.00e-03    3.36e-03      3.58e-02    4.62e-02    5.7e-05
 283000      3.00e-01    1.94e-01      5.87e-03    2.66e-03      3.95e-02    2.55e-02    5.7e-05
 284000      2.59e-01    1.83e-01      2.17e-03    1.92e-03      3.41e-02    2.41e-02    5.7e-05
 285000      1.49e-01    1.75e-01      1.30e-03    1.45e-03      2.01e-02    2.37e-02    5.4e-05
 286000      2.79e-01    1.50e-01      4.60e-03    3.81e-03      3.77e-02    2.02e-02    5.4e-05
 287000      2.80e-01    1.77e-01      5.23e-03    2.17e-03      3.78e-02    2.40e-02    5.4e-05
 288000      1.72e-01    1.40e-01      4.53e-03    5.12e-03      2.32e-02    1.88e-02    5.4e-05
 289000      1.58e-01    1.03e-01      4.59e-03    2.54e-03      2.13e-02    1.39e-02    5.4e-05
 290000      1.47e-01    1.69e-01      1.73e-03    1.55e-03      2.04e-02    2.34e-02    5.1e-05
 291000      1.07e-01    1.21e-01      1.20e-03    1.08e-03      1.48e-02    1.68e-02    5.1e-05
 292000      1.95e-01    1.54e-01      9.05e-03    6.42e-03      2.67e-02    2.12e-02    5.1e-05
 293000      1.98e-01    1.32e-01      2.58e-03    2.81e-03      2.74e-02    1.83e-02    5.1e-05
 294000      1.44e-01    1.65e-01      1.18e-03    1.12e-03      1.99e-02    2.28e-02    5.1e-05
 295000      2.49e-01    1.39e-01      1.53e-03    2.13e-03      3.54e-02    1.98e-02    4.9e-05
 296000      1.19e-01    1.69e-01      3.14e-03    3.40e-03      1.68e-02    2.40e-02    4.9e-05
 297000      2.12e-01    1.56e-01      5.87e-04    4.81e-03      3.01e-02    2.21e-02    4.9e-05
 298000      1.93e-01    3.59e-01      5.56e-03    2.82e-03      2.73e-02    5.10e-02    4.9e-05
 299000      2.18e-01    1.21e-01      7.39e-03    4.09e-04      3.08e-02    1.72e-02    4.9e-05
 300000      1.01e-01    2.76e-01      1.24e-03    4.80e-03      1.47e-02    4.02e-02    4.6e-05
 301000      1.17e-01    2.71e-01      8.51e-04    1.41e-03      1.70e-02    3.94e-02    4.6e-05
 302000      1.80e-01    1.72e-01      3.93e-03    2.65e-03      2.62e-02    2.51e-02    4.6e-05
 303000      1.43e-01    1.30e-01      2.14e-03    3.79e-03      2.09e-02    1.89e-02    4.6e-05
 304000      1.82e-01    1.55e-01      3.75e-03    4.76e-03      2.65e-02    2.25e-02    4.6e-05
 305000      1.07e-01    2.03e-01      2.28e-03    4.03e-03      1.60e-02    3.03e-02    4.4e-05
 306000      1.80e-01    1.56e-01      1.01e-03    4.65e-03      2.69e-02    2.33e-02    4.4e-05
 307000      1.45e-01    1.57e-01      2.10e-03    2.91e-03      2.16e-02    2.34e-02    4.4e-05
 308000      1.94e-01    1.21e-01      5.60e-03    1.41e-03      2.89e-02    1.81e-02    4.4e-05
 309000      1.47e-01    1.18e-01      3.55e-03    2.88e-03      2.18e-02    1.76e-02    4.4e-05
 310000      2.59e-01    1.20e-01      4.75e-03    6.52e-04      3.97e-02    1.84e-02    4.2e-05
 311000      3.06e-01    2.11e-01      3.89e-03    3.34e-03      4.69e-02    3.23e-02    4.2e-05
 312000      1.69e-01    9.65e-02      2.65e-04    2.05e-04      2.60e-02    1.48e-02    4.2e-05
 313000      1.63e-01    1.15e-01      1.21e-03    1.47e-03      2.49e-02    1.76e-02    4.2e-05
 314000      1.65e-01    1.42e-01      1.09e-03    4.71e-03      2.53e-02    2.16e-02    4.2e-05
 315000      1.59e-01    2.31e-01      3.32e-03    4.58e-03      2.50e-02    3.62e-02    4.0e-05
 316000      1.32e-01    1.08e-01      7.11e-04    4.45e-04      2.07e-02    1.70e-02    4.0e-05
 317000      1.28e-01    9.92e-02      5.37e-04    4.09e-04      2.02e-02    1.56e-02    4.0e-05
 318000      5.44e-01    1.46e-01      5.88e-04    6.10e-04      8.56e-02    2.29e-02    4.0e-05
 319000      1.32e-01    1.61e-01      1.08e-03    7.39e-04      2.08e-02    2.53e-02    4.0e-05
 320000      1.53e-01    1.13e-01      1.51e-03    1.72e-03      2.47e-02    1.83e-02    3.8e-05
 321000      1.15e-01    1.63e-01      1.06e-03    3.91e-03      1.85e-02    2.62e-02    3.8e-05
 322000      1.10e-01    1.47e-01      2.33e-03    1.99e-03      1.77e-02    2.37e-02    3.8e-05
 323000      1.25e-01    1.43e-01      9.78e-04    1.35e-03      2.02e-02    2.31e-02    3.8e-05
 324000      1.91e-01    1.61e-01      2.99e-03    6.55e-03      3.07e-02    2.57e-02    3.8e-05
 325000      9.66e-02    1.65e-01      1.77e-03    1.21e-03      1.59e-02    2.72e-02    3.6e-05
 326000      1.80e-01    1.41e-01      5.56e-03    1.26e-03      2.96e-02    2.33e-02    3.6e-05
 327000      1.41e-01    1.15e-01      7.40e-04    1.31e-03      2.32e-02    1.91e-02    3.6e-05
 328000      1.03e-01    1.53e-01      6.52e-04    4.08e-03      1.71e-02    2.53e-02    3.6e-05
 329000      1.27e-01    1.05e-01      2.88e-03    3.10e-03      2.09e-02    1.73e-02    3.6e-05
 330000      1.36e-01    1.24e-01      2.46e-03    1.79e-03      2.30e-02    2.09e-02    3.4e-05
 331000      1.49e-01    8.51e-02      4.24e-03    1.18e-03      2.51e-02    1.44e-02    3.4e-05
 332000      1.80e-01    9.90e-02      6.93e-04    3.87e-03      3.05e-02    1.66e-02    3.4e-05
 333000      1.18e-01    1.19e-01      5.84e-04    7.07e-04      1.99e-02    2.02e-02    3.4e-05
 334000      1.06e-01    1.33e-01      1.81e-03    1.70e-03      1.79e-02    2.26e-02    3.4e-05
 335000      1.82e-01    8.06e-02      8.65e-04    9.28e-04      3.17e-02    1.40e-02    3.2e-05
 336000      9.43e-02    9.46e-02      3.09e-03    3.35e-03      1.63e-02    1.63e-02    3.2e-05
 337000      1.02e-01    9.37e-02      3.69e-03    9.22e-04      1.75e-02    1.63e-02    3.2e-05
 338000      1.54e-01    1.13e-01      5.26e-04    3.72e-03      2.67e-02    1.95e-02    3.2e-05
 339000      1.49e-01    1.02e-01      3.67e-04    2.95e-04      2.59e-02    1.77e-02    3.2e-05
 340000      1.32e-01    1.36e-01      2.81e-03    2.51e-03      2.35e-02    2.42e-02    3.1e-05
 341000      1.04e-01    1.07e-01      1.99e-03    3.25e-03      1.85e-02    1.90e-02    3.1e-05
 342000      2.28e-01    1.09e-01      1.47e-03    1.89e-03      4.06e-02    1.95e-02    3.1e-05
 343000      1.19e-01    1.12e-01      2.22e-03    2.34e-03      2.12e-02    1.98e-02    3.1e-05
 344000      1.11e-01    8.06e-02      2.74e-03    1.91e-03      1.97e-02    1.43e-02    3.1e-05
 345000      1.28e-01    1.48e-01      3.45e-03    1.23e-03      2.33e-02    2.70e-02    2.9e-05
 346000      1.49e-01    8.89e-02      3.46e-03    3.68e-03      2.72e-02    1.61e-02    2.9e-05
 347000      1.52e-01    1.06e-01      6.91e-04    3.68e-03      2.77e-02    1.92e-02    2.9e-05
 348000      1.05e-01    9.85e-02      3.82e-03    3.57e-03      1.90e-02    1.79e-02    2.9e-05
 349000      1.13e-01    9.21e-02      5.61e-04    2.17e-03      2.06e-02    1.68e-02    2.9e-05
 350000      1.74e-01    1.41e-01      1.55e-03    3.27e-03      3.25e-02    2.63e-02    2.8e-05
 351000      8.96e-02    1.15e-01      1.21e-03    9.83e-04      1.67e-02    2.15e-02    2.8e-05
 352000      1.49e-01    1.45e-01      2.43e-03    3.34e-03      2.79e-02    2.70e-02    2.8e-05
 353000      1.30e-01    9.07e-02      1.00e-03    1.47e-03      2.43e-02    1.69e-02    2.8e-05
 354000      1.16e-01    1.63e-01      2.91e-03    6.73e-04      2.16e-02    3.05e-02    2.8e-05
 355000      9.16e-02    8.11e-02      7.38e-04    7.90e-04      1.76e-02    1.56e-02    2.6e-05
 356000      1.11e-01    7.80e-02      2.61e-03    2.12e-03      2.12e-02    1.49e-02    2.6e-05
 357000      1.26e-01    8.64e-02      2.12e-03    3.16e-03      2.41e-02    1.65e-02    2.6e-05
 358000      9.71e-02    7.06e-02      7.57e-04    1.31e-03      1.86e-02    1.35e-02    2.6e-05
 359000      9.79e-02    1.90e-01      3.43e-04    7.72e-04      1.88e-02    3.65e-02    2.6e-05
 360000      1.41e-01    9.51e-02      2.83e-03    1.03e-03      2.76e-02    1.87e-02    2.5e-05
 361000      1.06e-01    1.04e-01      1.44e-03    9.76e-04      2.08e-02    2.03e-02    2.5e-05
 362000      1.19e-01    1.01e-01      2.18e-03    2.23e-03      2.34e-02    1.98e-02    2.5e-05
 363000      8.07e-02    8.91e-02      2.00e-03    1.33e-03      1.58e-02    1.75e-02    2.5e-05
 364000      9.24e-02    1.02e-01      1.40e-03    3.18e-03      1.81e-02    2.00e-02    2.5e-05
 365000      1.53e-01    7.17e-02      2.07e-03    9.57e-04      3.08e-02    1.44e-02    2.4e-05
 366000      1.04e-01    8.87e-02      3.04e-03    1.64e-03      2.09e-02    1.78e-02    2.4e-05
 367000      1.20e-01    1.27e-01      1.03e-03    5.15e-04      2.42e-02    2.55e-02    2.4e-05
 368000      1.60e-01    9.77e-02      2.06e-03    2.32e-03      3.22e-02    1.96e-02    2.4e-05
 369000      1.16e-01    1.35e-01      3.41e-03    7.05e-04      2.32e-02    2.72e-02    2.4e-05
 370000      1.63e-01    1.49e-01      1.38e-03    5.39e-03      3.37e-02    3.06e-02    2.2e-05
 371000      7.29e-02    6.03e-02      7.14e-04    7.57e-04      1.50e-02    1.24e-02    2.2e-05
 372000      1.20e-01    8.70e-02      1.47e-03    2.56e-03      2.47e-02    1.79e-02    2.2e-05
 373000      1.26e-01    9.61e-02      2.19e-03    3.23e-03      2.60e-02    1.97e-02    2.2e-05
 374000      1.27e-01    1.13e-01      1.58e-03    1.91e-03      2.63e-02    2.34e-02    2.2e-05
 375000      1.08e-01    6.52e-02      2.28e-03    1.89e-03      2.29e-02    1.37e-02    2.1e-05
 376000      1.11e-01    7.60e-02      3.09e-03    9.98e-04      2.33e-02    1.61e-02    2.1e-05
 377000      1.15e-01    1.55e-01      3.78e-03    1.18e-03      2.42e-02    3.28e-02    2.1e-05
 378000      7.88e-02    1.17e-01      1.19e-03    1.32e-03      1.67e-02    2.48e-02    2.1e-05
 379000      7.41e-02    8.40e-02      1.31e-03    1.18e-03      1.57e-02    1.78e-02    2.1e-05
 380000      1.51e-01    9.15e-02      1.22e-03    1.43e-03      3.26e-02    1.98e-02    2.0e-05
 381000      1.22e-01    1.11e-01      6.13e-04    3.15e-04      2.64e-02    2.40e-02    2.0e-05
 382000      7.11e-02    6.37e-02      8.11e-04    9.70e-04      1.54e-02    1.38e-02    2.0e-05
 383000      1.07e-01    5.83e-02      2.96e-03    5.52e-04      2.32e-02    1.26e-02    2.0e-05
 384000      9.07e-02    7.98e-02      1.54e-03    1.49e-03      1.96e-02    1.73e-02    2.0e-05
 385000      1.32e-01    6.70e-02      1.58e-03    1.11e-03      2.92e-02    1.49e-02    1.9e-05
 386000      1.64e-01    9.74e-02      7.86e-04    1.35e-03      3.64e-02    2.16e-02    1.9e-05
 387000      9.06e-02    7.03e-02      1.32e-03    9.37e-04      2.01e-02    1.56e-02    1.9e-05
 388000      1.01e-01    7.29e-02      9.04e-04    2.10e-03      2.24e-02    1.61e-02    1.9e-05
 389000      9.67e-02    6.23e-02      8.15e-04    2.77e-03      2.15e-02    1.37e-02    1.9e-05
 390000      1.06e-01    9.09e-02      3.05e-03    6.34e-04      2.41e-02    2.07e-02    1.8e-05
 391000      8.23e-02    6.41e-02      2.47e-03    1.87e-04      1.86e-02    1.46e-02    1.8e-05
 392000      1.53e-01    6.54e-02      9.53e-04    1.55e-03      3.49e-02    1.48e-02    1.8e-05
 393000      8.83e-02    8.84e-02      7.86e-04    2.26e-04      2.01e-02    2.01e-02    1.8e-05
 394000      1.03e-01    7.46e-02      3.69e-03    3.17e-04      2.34e-02    1.70e-02    1.8e-05
 395000      1.29e-01    7.80e-02      8.77e-04    1.06e-03      3.01e-02    1.82e-02    1.7e-05
 396000      9.49e-02    9.07e-02      1.67e-03    2.08e-03      2.21e-02    2.11e-02    1.7e-05
 397000      1.48e-01    1.72e-01      2.81e-04    7.86e-04      3.46e-02    4.02e-02    1.7e-05
 398000      7.05e-02    6.46e-02      5.12e-04    1.14e-03      1.64e-02    1.51e-02    1.7e-05
 399000      7.82e-02    6.92e-02      2.48e-03    1.15e-03      1.81e-02    1.61e-02    1.7e-05
 400000      1.25e-01    5.82e-02      1.66e-03    2.36e-03      3.00e-02    1.38e-02    1.7e-05
 401000      7.95e-02    6.53e-02      1.38e-03    1.56e-03      1.90e-02    1.56e-02    1.7e-05
 402000      9.74e-02    6.92e-02      2.40e-03    1.78e-03      2.32e-02    1.65e-02    1.7e-05
 403000      8.24e-02    7.78e-02      5.26e-04    7.72e-04      1.97e-02    1.86e-02    1.7e-05
 404000      1.39e-01    7.79e-02      5.17e-03    7.02e-04      3.29e-02    1.86e-02    1.7e-05
 405000      8.30e-02    1.36e-01      8.43e-04    1.01e-03      2.03e-02    3.32e-02    1.6e-05
 406000      8.69e-02    5.63e-02      1.29e-03    1.08e-03      2.12e-02    1.38e-02    1.6e-05
 407000      8.46e-02    1.02e-01      1.54e-03    1.36e-03      2.07e-02    2.50e-02    1.6e-05
 408000      6.99e-02    6.82e-02      1.18e-03    1.87e-03      1.71e-02    1.66e-02    1.6e-05
 409000      8.12e-02    1.12e-01      3.76e-04    5.60e-04      1.99e-02    2.73e-02    1.6e-05
 410000      6.30e-02    6.66e-02      2.27e-04    1.98e-04      1.58e-02    1.67e-02    1.5e-05
 411000      6.29e-02    7.55e-02      1.13e-03    2.55e-04      1.58e-02    1.89e-02    1.5e-05
 412000      7.55e-02    7.95e-02      1.98e-03    1.76e-03      1.89e-02    1.99e-02    1.5e-05
 413000      8.81e-02    9.52e-02      1.31e-03    2.35e-03      2.21e-02    2.38e-02    1.5e-05
 414000      1.34e-01    6.02e-02      6.32e-04    5.07e-04      3.35e-02    1.51e-02    1.5e-05
 415000      7.67e-02    8.28e-02      1.32e-03    1.14e-03      1.97e-02    2.13e-02    1.4e-05
 416000      1.08e-01    8.61e-02      1.91e-03    1.15e-03      2.77e-02    2.21e-02    1.4e-05
 417000      8.16e-02    5.77e-02      9.65e-04    9.50e-04      2.09e-02    1.48e-02    1.4e-05
 418000      9.77e-02    1.03e-01      2.30e-03    1.03e-03      2.50e-02    2.64e-02    1.4e-05
 419000      6.22e-02    9.36e-02      9.15e-04    8.45e-04      1.60e-02    2.40e-02    1.4e-05
 420000      9.39e-02    5.92e-02      1.77e-03    1.60e-03      2.47e-02    1.55e-02    1.3e-05
 421000      3.53e-01    7.68e-02      7.31e-04    1.73e-03      9.29e-02    2.02e-02    1.3e-05
 422000      7.22e-02    7.72e-02      1.82e-03    1.40e-03      1.89e-02    2.03e-02    1.3e-05
 423000      8.75e-02    7.60e-02      8.30e-04    6.09e-04      2.30e-02    2.00e-02    1.3e-05
 424000      5.73e-02    7.95e-02      6.62e-04    7.65e-04      1.51e-02    2.09e-02    1.3e-05
 425000      1.39e-01    4.98e-02      2.16e-03    4.31e-04      3.74e-02    1.34e-02    1.3e-05
 426000      1.03e-01    8.41e-02      3.47e-03    2.09e-03      2.77e-02    2.26e-02    1.3e-05
 427000      8.57e-02    8.97e-02      8.89e-04    5.12e-04      2.31e-02    2.42e-02    1.3e-05
 428000      1.06e-01    6.27e-02      1.25e-03    2.09e-04      2.85e-02    1.69e-02    1.3e-05
 429000      1.40e-01    6.35e-02      4.61e-04    8.46e-04      3.77e-02    1.71e-02    1.3e-05
 430000      1.40e-01    8.33e-02      9.38e-04    2.55e-04      3.86e-02    2.30e-02    1.2e-05
 431000      1.23e-01    6.97e-02      3.74e-04    4.75e-04      3.40e-02    1.92e-02    1.2e-05
 432000      6.28e-02    6.87e-02      7.68e-04    8.06e-04      1.73e-02    1.89e-02    1.2e-05
 433000      7.18e-02    5.73e-02      1.25e-03    1.15e-03      1.98e-02    1.58e-02    1.2e-05
 434000      6.48e-02    9.21e-02      3.21e-04    2.48e-04      1.79e-02    2.54e-02    1.2e-05
 435000      4.49e-02    4.55e-02      1.76e-03    2.02e-04      1.26e-02    1.29e-02    1.2e-05
 436000      8.05e-02    6.21e-02      2.25e-03    2.16e-04      2.27e-02    1.75e-02    1.2e-05
 437000      6.03e-02    7.46e-02      1.95e-03    5.72e-04      1.69e-02    2.11e-02    1.2e-05
 438000      6.06e-02    7.33e-02      2.70e-04    4.68e-04      1.71e-02    2.07e-02    1.2e-05
 439000      5.54e-02    6.37e-02      5.92e-04    3.53e-04      1.56e-02    1.80e-02    1.2e-05
 440000      7.72e-02    8.26e-02      9.14e-04    1.50e-03      2.23e-02    2.38e-02    1.1e-05
 441000      5.41e-02    7.39e-02      6.69e-04    1.62e-03      1.56e-02    2.13e-02    1.1e-05
 442000      7.27e-02    8.11e-02      1.01e-03    1.78e-03      2.10e-02    2.34e-02    1.1e-05
 443000      1.26e-01    6.64e-02      1.95e-03    8.42e-04      3.65e-02    1.92e-02    1.1e-05
 444000      1.30e-01    7.35e-02      1.52e-03    2.24e-03      3.77e-02    2.12e-02    1.1e-05
 445000      7.77e-02    8.67e-02      5.53e-04    2.84e-04      2.30e-02    2.57e-02    1.0e-05
 446000      5.47e-02    6.06e-02      1.76e-04    4.84e-04      1.62e-02    1.79e-02    1.0e-05
 447000      9.88e-02    7.60e-02      8.90e-04    7.95e-04      2.93e-02    2.25e-02    1.0e-05
 448000      6.45e-02    1.07e-01      3.95e-04    3.69e-03      1.91e-02    3.14e-02    1.0e-05
 449000      4.98e-02    6.19e-02      5.17e-04    7.10e-04      1.47e-02    1.83e-02    1.0e-05
 450000      7.36e-02    6.38e-02      4.96e-04    5.67e-04      2.23e-02    1.93e-02    9.9e-06
 451000      6.05e-02    4.83e-02      1.03e-03    1.48e-03      1.83e-02    1.46e-02    9.9e-06
 452000      7.99e-02    5.51e-02      5.29e-04    1.86e-03      2.42e-02    1.66e-02    9.9e-06
 453000      6.98e-02    1.02e-01      6.37e-04    9.40e-04      2.11e-02    3.09e-02    9.9e-06
 454000      6.45e-02    5.33e-02      3.24e-04    5.35e-04      1.95e-02    1.62e-02    9.9e-06
 455000      7.02e-02    6.62e-02      3.45e-04    2.60e-04      2.18e-02    2.05e-02    9.4e-06
 456000      5.46e-02    4.95e-02      4.95e-04    1.92e-04      1.69e-02    1.53e-02    9.4e-06
 457000      5.18e-02    4.92e-02      8.01e-04    9.22e-04      1.61e-02    1.52e-02    9.4e-06
 458000      4.76e-02    5.75e-02      7.95e-05    3.44e-04      1.48e-02    1.78e-02    9.4e-06
 459000      5.98e-02    4.50e-02      1.60e-03    3.36e-04      1.85e-02    1.40e-02    9.4e-06
 460000      7.16e-02    8.56e-02      9.84e-04    1.18e-03      2.27e-02    2.71e-02    8.9e-06
 461000      6.31e-02    9.59e-02      1.02e-03    8.59e-04      2.00e-02    3.04e-02    8.9e-06
 462000      6.71e-02    4.00e-02      1.21e-03    1.27e-03      2.13e-02    1.26e-02    8.9e-06
 463000      6.21e-02    7.71e-02      1.98e-03    9.04e-04      1.96e-02    2.45e-02    8.9e-06
 464000      6.84e-02    6.66e-02      1.82e-03    7.92e-04      2.16e-02    2.11e-02    8.9e-06
 465000      4.97e-02    6.77e-02      3.78e-04    3.22e-04      1.62e-02    2.20e-02    8.5e-06
 466000      5.54e-02    6.58e-02      8.40e-04    8.66e-04      1.80e-02    2.14e-02    8.5e-06
 467000      6.70e-02    9.89e-02      1.31e-03    3.48e-03      2.17e-02    3.19e-02    8.5e-06
 468000      6.45e-02    4.77e-02      4.38e-04    5.00e-04      2.10e-02    1.55e-02    8.5e-06
 469000      6.34e-02    4.40e-02      9.33e-04    2.11e-03      2.06e-02    1.41e-02    8.5e-06
 470000      4.56e-02    4.26e-02      3.51e-04    3.07e-04      1.52e-02    1.41e-02    8.1e-06
 471000      8.17e-02    6.17e-02      1.24e-03    1.32e-03      2.71e-02    2.05e-02    8.1e-06
 472000      1.11e-01    6.16e-02      7.91e-04    1.10e-03      3.71e-02    2.04e-02    8.1e-06
 473000      5.96e-02    8.56e-02      2.76e-04    1.89e-03      1.98e-02    2.84e-02    8.1e-06
 474000      4.58e-02    5.34e-02      3.90e-04    5.01e-04      1.52e-02    1.77e-02    8.1e-06
 475000      1.02e-01    4.79e-02      1.20e-03    5.20e-04      3.47e-02    1.63e-02    7.7e-06
 476000      4.24e-02    3.95e-02      4.09e-04    5.60e-04      1.44e-02    1.34e-02    7.7e-06
 477000      8.72e-02    8.94e-02      1.74e-03    1.42e-03      2.96e-02    3.04e-02    7.7e-06
 478000      4.85e-02    6.82e-02      5.53e-04    1.94e-03      1.65e-02    2.31e-02    7.7e-06
 479000      5.35e-02    6.51e-02      6.09e-04    1.34e-03      1.82e-02    2.21e-02    7.7e-06
 480000      9.52e-02    5.81e-02      6.35e-04    1.57e-03      3.31e-02    2.01e-02    7.3e-06
 481000      7.41e-02    5.75e-02      2.01e-03    7.87e-04      2.57e-02    2.00e-02    7.3e-06
 482000      5.42e-02    5.20e-02      6.20e-04    1.98e-03      1.88e-02    1.80e-02    7.3e-06
 483000      6.47e-02    4.28e-02      1.97e-04    3.37e-04      2.25e-02    1.49e-02    7.3e-06
 484000      4.86e-02    5.16e-02      3.35e-04    1.55e-04      1.69e-02    1.80e-02    7.3e-06
 485000      5.87e-02    3.60e-02      7.02e-04    1.29e-03      2.09e-02    1.27e-02    6.9e-06
 486000      7.19e-02    6.96e-02      5.74e-04    7.38e-04      2.56e-02    2.47e-02    6.9e-06
 487000      7.28e-02    4.45e-02      3.42e-04    2.11e-04      2.59e-02    1.58e-02    6.9e-06
 488000      5.48e-02    6.83e-02      1.20e-03    1.95e-03      1.94e-02    2.42e-02    6.9e-06
 489000      3.84e-02    3.82e-02      2.19e-04    1.47e-04      1.37e-02    1.36e-02    6.9e-06
 490000      7.87e-02    5.59e-02      2.31e-03    4.13e-04      2.85e-02    2.03e-02    6.6e-06
 491000      4.00e-02    6.74e-02      4.21e-04    4.27e-04      1.46e-02    2.45e-02    6.6e-06
 492000      4.01e-02    5.31e-02      5.05e-04    7.42e-04      1.46e-02    1.93e-02    6.6e-06
 493000      6.52e-02    4.66e-02      8.67e-04    3.36e-04      2.37e-02    1.70e-02    6.6e-06
 494000      6.02e-02    5.44e-02      5.37e-04    8.87e-04      2.19e-02    1.98e-02    6.6e-06
 495000      5.74e-02    5.53e-02      6.57e-04    7.87e-04      2.13e-02    2.05e-02    6.2e-06
 496000      6.18e-02    4.82e-02      4.47e-04    3.60e-04      2.30e-02    1.79e-02    6.2e-06
 497000      4.33e-02    3.67e-02      6.08e-04    2.30e-04      1.61e-02    1.36e-02    6.2e-06
 498000      5.40e-02    4.31e-02      5.94e-04    7.03e-04      2.01e-02    1.60e-02    6.2e-06
 499000      7.10e-02    4.81e-02      9.99e-04    2.82e-04      2.64e-02    1.79e-02    6.2e-06
 500000      4.89e-02    4.34e-02      1.86e-04    2.34e-04      1.86e-02    1.65e-02    5.9e-06
 501000      4.02e-02    5.13e-02      6.68e-04    7.04e-04      1.52e-02    1.95e-02    5.9e-06
 502000      4.43e-02    4.38e-02      9.30e-04    1.00e-03      1.68e-02    1.66e-02    5.9e-06
 503000      3.71e-02    4.28e-02      1.77e-04    1.16e-03      1.41e-02    1.62e-02    5.9e-06
 504000      9.10e-02    5.65e-02      2.63e-04    4.67e-04      3.46e-02    2.15e-02    5.9e-06
 505000      5.47e-02    3.94e-02      1.41e-03    4.90e-04      2.12e-02    1.53e-02    5.6e-06
 506000      4.19e-02    4.74e-02      2.59e-04    1.98e-04      1.63e-02    1.84e-02    5.6e-06
